gene,LRL01_S1,LRL02_S2,LRL03_S3,LRL04_S4,LRL05_S5,LRL06_S6,LRL07_S7,LRL08_S8,LRL09_S9,LRL10_S10,LRL11_S11,LRL12_S12
WBGene00019368,685,686,498,258,221,228,2007,2039,1580,693,749,636
WBGene00023094,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197920,0,0,0,0,0,0,1,0,1,1,0,0
WBGene00195475,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00044719,32,25,24,4,2,2,84,107,72,22,19,26
WBGene00019369,4,5,4,11,6,5,0,5,2,5,7,11
WBGene00019367,16,4,11,4,11,13,20,15,8,17,18,24
WBGene00019370,62,47,44,33,24,18,36,32,27,32,53,43
WBGene00195474,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201161,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016427,240,216,188,190,202,183,24,23,21,27,33,40
WBGene00000681,1330,1435,1183,21,61,34,155,111,75,941,1170,745
WBGene00044073,482,404,387,450,413,356,1165,1107,1199,1058,1126,1105
WBGene00016425,1719,1168,1378,1981,1906,1821,4510,4081,4081,5166,5476,4613
WBGene00016424,531,369,444,822,760,750,1758,1516,1616,2624,2776,2361
WBGene00021520,128,99,124,216,233,216,353,308,339,705,746,628
WBGene00021519,133,128,123,136,122,114,417,334,551,701,675,603
WBGene00021518,1651,1389,1311,1953,1978,1876,6305,5368,6188,8673,9193,7970
WBGene00021517,91,56,44,62,47,40,214,223,243,151,163,163
WBGene00003794,3222,2453,2655,3170,3047,3146,561,412,413,452,489,514
WBGene00220152,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00220153,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021516,91,109,72,67,76,69,91,74,67,66,65,61
WBGene00000416,2536,2291,2130,2369,2202,2292,390,332,309,325,350,311
WBGene00021515,701,913,738,537,501,561,95,131,93,96,115,102
WBGene00021514,1398,2625,1847,1815,1696,1801,388,395,310,424,462,445
WBGene00001105,186,178,182,170,172,186,41,21,27,9,10,13
WBGene00003712,246,280,207,247,260,244,370,327,307,284,318,292
WBGene00021521,2,4,2,2,2,2,7,4,5,3,3,5
WBGene00003682,78,72,66,106,84,76,277,288,267,165,198,165
WBGene00003677,80,108,80,97,98,109,167,156,118,125,139,131
WBGene00045255,119,164,127,117,123,130,257,296,249,268,272,275
WBGene00202209,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199574,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219752,2,1,1,0,1,0,2,1,1,2,2,2
WBGene00021525,33,63,48,18,22,14,4,4,4,1,0,0
WBGene00021513,27,32,26,2,6,6,3,0,1,0,1,1
WBGene00021522,1217,1207,1182,1117,1115,1060,470,495,399,365,475,424
WBGene00003297,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00220154,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004497,12076,8725,10119,13100,12428,11342,8323,7536,4924,8481,10760,7742
WBGene00021512,1511,1327,1365,1624,1606,1480,275,207,196,274,289,244
WBGene00220155,10,7,8,7,6,6,2,1,2,1,1,0
WBGene00021511,16,21,19,24,11,17,53,52,48,43,32,36
WBGene00021524,11,21,8,9,8,10,4,10,4,8,8,12
WBGene00200640,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197111,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044618,18,37,18,12,15,12,9,16,14,31,32,27
WBGene00019538,97,98,97,171,147,133,9,13,5,19,14,12
WBGene00003947,4178,3644,3446,5108,4783,4466,2325,1793,1664,2086,2365,1929
WBGene00019537,14862,15481,13858,9989,9860,9098,3309,2951,2027,2774,3499,2678
WBGene00019536,19,20,23,25,18,44,29,23,19,20,27,26
WBGene00019540,1306,1200,917,755,722,617,6591,4917,4119,5641,6534,4569
WBGene00044293,0,1,0,6,0,5,2,1,3,2,1,4
WBGene00195004,11,18,4,14,18,14,1,0,1,2,1,2
WBGene00021507,2695,2333,2263,2989,2740,2803,1969,1655,1620,1321,1425,1358
WBGene00021508,837,941,716,734,722,747,543,389,354,345,398,381
WBGene00021506,3547,2969,3141,3583,3257,3314,3393,2805,2622,2238,2362,2224
WBGene00021509,161,145,123,119,132,111,172,129,111,131,147,176
WBGene00021505,65,79,61,96,83,84,13,16,18,14,27,33
WBGene00000682,7,7,2,0,2,1,1,0,1,3,3,3
WBGene00021504,3,4,7,9,4,5,3,0,1,4,1,6
WBGene00021510,203,198,200,172,161,184,256,250,243,218,248,258
WBGene00198094,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021410,25,19,31,42,34,23,49,39,30,25,35,39
WBGene00004913,90,118,75,72,75,79,71,43,44,90,84,75
WBGene00000683,95,114,90,21,25,19,10,4,5,438,551,316
WBGene00195012,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000553,196,206,179,99,111,134,109,75,97,148,179,178
WBGene00019462,197,144,108,125,135,126,508,482,430,173,192,192
WBGene00197160,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198204,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001173,6354,5775,5520,6725,6474,6165,8975,7396,6699,5427,6001,5624
WBGene00201394,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001186,1134,1028,1147,1353,1252,1245,51,56,62,106,112,104
WBGene00198086,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195510,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196527,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001253,183,184,177,163,121,140,44,40,55,103,113,105
WBGene00018681,1187,1133,1123,1277,1166,1148,734,628,569,566,616,523
WBGene00018680,368,366,320,302,265,287,97,61,60,59,78,47
WBGene00018679,997,1095,1067,747,786,778,268,288,238,259,218,200
WBGene00138717,607,787,642,686,678,691,252,251,212,207,255,224
WBGene00018678,1401,1344,1303,1346,1177,1183,260,209,206,201,239,208
WBGene00006738,490,466,406,413,460,385,231,224,175,187,204,163
WBGene00021655,834,954,786,861,732,774,167,146,132,174,149,155
WBGene00044466,479,577,449,444,429,421,226,230,169,173,227,166
WBGene00022298,73,55,64,168,140,146,5,9,4,9,11,15
WBGene00022297,2257,2574,2149,3514,3251,3545,1938,1893,1609,2118,2320,1985
WBGene00022302,37,43,27,64,51,44,35,28,32,29,33,31
WBGene00022300,1483,1083,1329,1644,1494,1493,260,242,212,253,221,231
WBGene00220211,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022296,2805,2472,2777,3558,3275,3486,343,298,232,256,249,256
WBGene00022301,1348,1508,1377,1539,1434,1448,517,476,454,525,581,501
WBGene00022303,10,10,7,25,19,27,14,6,8,25,25,21
WBGene00022295,6,5,12,11,8,20,2,4,3,2,12,7
WBGene00201141,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00044467,195,202,198,201,175,218,289,201,223,253,280,285
WBGene00019874,3,4,4,11,12,14,2,3,3,7,3,9
WBGene00019873,44,40,47,37,38,50,58,56,42,70,105,92
WBGene00255572,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202224,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00019875,544,432,448,727,697,651,1072,914,827,1320,1366,1397
WBGene00044649,10,8,9,17,19,16,53,46,28,33,27,32
WBGene00023241,0,0,0,0,1,0,0,1,0,0,0,0
WBGene00023240,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023242,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022940,0,0,0,0,0,0,1,0,0,1,0,0
WBGene00219423,16,16,21,68,71,77,59,54,59,54,71,56
WBGene00000487,2,5,5,6,8,9,21,19,8,8,8,7
WBGene00016027,2929,2878,2787,564,543,532,14251,13330,10793,6262,7144,5774
WBGene00016025,16,19,12,10,8,11,95,84,59,84,99,94
WBGene00200043,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016024,37,36,35,26,29,19,25,29,20,17,24,20
WBGene00001729,7,2,4,2,1,0,11,17,7,6,8,12
WBGene00199050,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016023,263,327,236,144,150,146,862,816,723,432,469,334
WBGene00077523,0,2,2,3,4,6,7,2,2,6,4,6
WBGene00016918,1205,1139,1138,1218,1264,1206,2472,2257,1900,2888,3445,2870
WBGene00235274,7,10,6,3,6,7,10,18,10,5,6,21
WBGene00016920,209,245,176,252,294,242,933,761,631,456,527,408
WBGene00001557,37,49,43,51,33,44,16,18,19,43,50,51
WBGene00219665,0,0,1,0,1,0,3,1,0,2,0,0
WBGene00016919,11,27,18,15,11,20,36,21,26,32,33,39
WBGene00195956,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201637,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016917,19,5,5,16,14,10,4,0,1,0,1,1
WBGene00198825,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202203,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201391,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022134,2540,2391,2450,2744,2556,2644,816,783,716,749,849,782
WBGene00220196,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00044650,1601,1400,1526,1553,1407,1475,1262,1126,1036,879,978,996
WBGene00235277,11,9,6,3,5,3,0,0,0,0,0,0
WBGene00020208,1379,942,1146,1144,1047,1044,265,238,215,204,228,233
WBGene00202285,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019785,6,4,7,10,12,17,3,0,0,10,10,13
WBGene00019784,0,0,0,0,1,0,0,0,0,0,0,1
WBGene00019783,0,0,0,7,4,4,0,0,0,2,0,1
WBGene00019786,1184,1174,1049,1268,1201,1186,240,213,167,249,266,252
WBGene00201529,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00196218,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195460,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198288,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200246,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199490,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202308,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200102,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019787,435,406,377,499,504,470,129,113,118,139,151,130
WBGene00002990,327,264,260,311,282,274,679,618,563,596,660,525
WBGene00199100,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021416,39,67,44,102,119,108,0,3,4,10,6,5
WBGene00006920,4122,3092,3352,2786,2581,2786,7527,6016,5459,4977,5305,4561
WBGene00201693,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006912,3044,2379,2725,2441,2244,2504,7297,5876,5134,5491,6246,5333
WBGene00198080,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200681,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219413,12,15,6,17,13,23,1,0,1,0,0,0
WBGene00165356,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021415,391,402,339,141,133,116,202,127,131,228,247,247
WBGene00021417,7,11,18,6,11,17,1,1,1,1,4,5
WBGene00021418,46,80,44,45,35,41,1,1,1,2,4,1
WBGene00021425,915,1004,876,771,764,778,605,608,436,415,477,420
WBGene00021423,599,520,600,746,712,711,465,411,380,329,353,393
WBGene00021421,886,1002,910,880,833,881,499,498,406,482,451,431
WBGene00021427,4159,3408,3196,3105,3159,3086,2716,2177,1553,2454,3015,2343
WBGene00168399,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197069,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197860,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021420,4930,3751,4060,4379,4201,4169,4041,3519,2890,3699,4358,3543
WBGene00021419,876,816,819,862,841,840,41,32,22,41,52,39
WBGene00200383,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199427,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021428,56,52,51,25,34,38,2,2,0,1,4,3
WBGene00219262,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021430,570,584,486,1106,1116,1075,1812,1649,1599,1374,1596,1557
WBGene00202014,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00200448,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023467,1,0,0,0,1,3,0,0,0,0,1,1
WBGene00197721,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016671,66,93,85,85,83,90,12,16,8,25,25,16
WBGene00199281,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000402,73,87,93,49,44,58,46,41,32,94,104,91
WBGene00199996,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00235340,114,87,76,75,69,70,157,163,165,144,149,145
WBGene00200790,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201607,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016670,57,50,64,0,5,3,87,96,56,22,18,17
WBGene00016669,294,201,274,23,21,31,187,200,147,266,262,159
WBGene00016668,0,0,2,4,2,3,0,0,0,0,0,1
WBGene00001705,12,18,10,18,18,30,6,5,4,3,8,7
WBGene00195361,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197919,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044468,1885,1566,1800,1274,1192,1281,2506,2130,2063,2982,3322,2582
WBGene00235299,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022090,4,9,7,38,30,34,0,0,1,11,8,10
WBGene00022092,2211,2985,2170,2231,2195,2141,281,264,230,315,340,297
WBGene00197723,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022089,14017,10999,11178,11354,10656,10352,19847,16167,12880,12075,13623,11790
WBGene00022087,1538,1276,1396,1552,1464,1553,775,621,612,622,645,690
WBGene00022093,161,146,118,426,353,362,561,446,395,519,599,525
WBGene00198527,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022086,28,34,28,13,9,12,8,11,5,10,14,15
WBGene00175009,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022094,0,3,1,2,2,2,0,0,0,0,0,1
WBGene00022085,2,2,0,4,4,0,1,1,2,3,1,2
WBGene00235341,2,0,0,0,2,0,0,0,0,1,0,0
WBGene00235288,0,0,0,0,1,2,0,0,0,0,0,0
WBGene00235342,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022095,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00165490,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022096,6,7,5,11,13,18,21,18,18,58,71,65
WBGene00022083,44,45,51,48,36,35,119,100,94,161,172,135
WBGene00235343,0,3,0,0,0,0,1,2,4,1,1,3
WBGene00022097,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022082,6,5,2,7,10,7,21,27,26,26,15,30
WBGene00022079,2,1,4,8,4,8,0,0,0,3,0,0
WBGene00235294,0,0,1,0,1,1,0,0,2,1,0,0
WBGene00022078,1151,891,895,986,882,906,1574,1285,1312,1017,1243,1128
WBGene00022077,508,544,494,481,522,481,466,419,302,346,389,388
WBGene00022101,389,399,338,392,378,406,60,43,38,62,63,51
WBGene00022099,1332,935,1047,1253,1258,1195,87,70,48,40,23,32
WBGene00174384,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022076,275,307,267,14,22,22,1824,2053,1488,149,134,152
WBGene00004878,185,146,137,84,79,79,460,475,512,252,316,274
WBGene00003595,65,67,67,73,97,64,0,0,0,1,0,1
WBGene00003161,2825,2915,2673,2978,2607,2650,8,12,4,13,9,13
WBGene00199492,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023188,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022075,1988,2034,2031,1666,1760,1614,2105,1849,1285,1001,1273,1001
WBGene00004367,1324,1184,1247,1308,1190,1260,543,421,409,419,478,422
WBGene00022100,112,125,137,162,149,139,141,119,99,148,134,143
WBGene00200267,1,0,1,0,0,0,0,0,0,0,0,0
WBGene00201022,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00202041,0,2,0,1,0,0,0,0,0,1,1,2
WBGene00201684,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00194996,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023389,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023390,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00195436,0,1,0,2,0,0,0,0,0,1,0,0
WBGene00195990,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022074,2322,2348,2073,2544,2466,2441,823,813,703,539,601,598
WBGene00022377,94,90,83,201,199,193,94,81,70,41,58,48
WBGene00022376,704,806,599,670,601,645,107,85,75,85,103,83
WBGene00235346,276,209,225,146,140,189,38,39,31,36,42,35
WBGene00235348,45,27,38,51,46,38,9,9,10,4,12,6
WBGene00044651,565,460,539,653,667,622,160,151,113,114,123,143
WBGene00022378,714,1081,888,822,809,852,257,241,195,270,290,272
WBGene00196975,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006705,446,406,352,467,415,391,998,787,776,485,547,506
WBGene00022382,911,831,661,3175,2776,3100,4069,3408,4087,3742,4016,3367
WBGene00050885,200,249,170,220,210,192,105,92,83,83,104,112
WBGene00220216,8,7,3,4,10,2,9,2,2,6,6,1
WBGene00022379,309,262,256,334,290,242,287,235,191,158,211,167
WBGene00022380,1960,1647,1489,1592,1535,1588,2630,2337,1924,1804,1966,1726
WBGene00022381,2385,2087,1924,2253,2088,1996,1224,1115,849,952,1054,829
WBGene00022375,26,32,19,18,25,34,119,122,134,57,87,62
WBGene00198581,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023396,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022374,33,56,31,26,30,39,15,9,15,22,22,26
WBGene00044485,75,109,69,70,73,61,126,150,95,96,111,122
WBGene00043061,0,2,0,1,1,0,0,0,0,2,2,1
WBGene00235350,1,1,0,0,0,1,0,0,1,0,0,2
WBGene00021876,1081,844,863,821,851,676,2278,1768,1655,1720,2075,1811
WBGene00021877,676,855,702,597,571,643,49,43,31,78,71,74
WBGene00219424,3,6,6,3,3,6,4,1,1,3,5,5
WBGene00044486,4,2,0,3,1,3,3,0,0,9,11,4
WBGene00169683,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021868,3112,2901,2656,5653,5144,5348,4099,3507,3362,4803,5052,4546
WBGene00045397,287,318,303,175,176,222,697,789,725,462,497,391
WBGene00021875,95,53,60,55,42,42,288,239,226,243,281,281
WBGene00199591,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023178,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023182,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044487,11,13,10,14,19,8,8,5,4,3,13,12
WBGene00023179,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00021894,77,72,44,105,85,99,192,148,162,210,216,225
WBGene00201830,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023180,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044488,1076,1161,903,177,181,200,2744,2635,2552,1181,1316,1119
WBGene00023181,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00235268,62,79,59,7,2,7,6,6,8,19,28,11
WBGene00021878,5,6,7,12,10,11,2,1,0,10,7,6
WBGene00023484,5,2,10,5,3,8,3,1,1,2,5,2
WBGene00171446,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00043062,455,311,350,294,277,278,1709,1508,1254,1422,1492,1295
WBGene00044491,0,2,0,1,2,12,6,7,5,13,14,11
WBGene00044489,5,2,1,9,11,10,12,15,16,27,26,44
WBGene00044490,1,2,0,2,1,3,5,10,3,13,6,13
WBGene00021873,30,39,19,50,53,62,259,201,201,119,184,139
WBGene00043702,105,78,110,237,189,209,522,479,398,437,436,368
WBGene00220180,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021879,1730,1001,1383,1150,997,1010,6092,5382,5261,4845,5185,4620
WBGene00021895,1147,961,943,703,712,567,4591,4227,3964,2951,3041,3135
WBGene00021880,17,16,15,13,9,11,21,20,16,38,44,68
WBGene00172494,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044495,29,28,25,28,53,32,61,59,64,63,56,47
WBGene00044492,218,312,228,184,168,167,1592,1378,1375,706,639,642
WBGene00021872,3466,2920,2447,2024,1815,1631,19331,16501,14701,8639,9482,8641
WBGene00021881,86,68,71,60,65,52,70,60,45,52,69,53
WBGene00021882,1334,1204,1177,1405,1319,1281,668,636,500,669,763,741
WBGene00021871,32,45,23,56,54,45,32,42,29,80,82,82
WBGene00195623,1,0,3,0,0,2,2,1,0,4,2,3
WBGene00235102,2829,3180,2436,3014,2710,2854,901,867,716,851,978,821
WBGene00021883,5013,3980,3993,13759,12156,12282,8014,6876,6085,12761,13535,11748
WBGene00021884,325,215,315,368,363,389,69,69,69,56,85,86
WBGene00021885,23,10,17,18,15,21,0,2,2,1,2,6
WBGene00021898,490,584,629,731,730,776,26,31,32,35,38,31
WBGene00021886,85,119,98,152,128,149,57,33,50,35,48,70
WBGene00044493,442,764,652,725,656,699,455,751,697,136,169,167
WBGene00021887,427,448,358,393,359,323,8,11,2,7,3,8
WBGene00006708,3164,2663,2770,3265,2962,3244,1221,1126,952,1494,1619,1482
WBGene00021888,4290,4772,3601,7129,6709,6688,3347,2944,2569,4648,5114,4467
WBGene00021870,599,616,495,806,706,710,1048,896,916,511,524,526
WBGene00021889,1,0,0,1,0,2,0,0,0,0,1,2
WBGene00021897,41,27,40,36,20,42,68,79,63,59,64,60
WBGene00002243,166,210,186,113,107,125,28,39,29,77,89,60
WBGene00189961,11,20,31,7,4,11,61,78,78,29,37,28
WBGene00195988,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202412,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196817,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021890,1897,1738,1833,2187,2153,2138,786,618,633,947,1045,1061
WBGene00197842,0,0,1,1,0,0,0,0,0,0,0,1
WBGene00199274,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00200008,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200823,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201650,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00021891,2,0,0,0,0,0,0,0,1,0,2,0
WBGene00219425,239,193,245,246,280,290,22,14,13,22,29,27
WBGene00197276,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198012,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021892,31,25,32,40,45,65,64,66,36,126,113,130
WBGene00021869,3100,3678,3239,1859,1813,1829,4706,4897,4308,3321,3743,3012
WBGene00200607,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003008,13,11,12,17,30,16,19,11,21,20,20,23
WBGene00021893,315,352,301,120,140,134,289,257,268,192,194,230
WBGene00022069,5817,6052,5930,8463,7986,7538,4869,4301,4503,4173,4654,4686
WBGene00235353,25,35,32,160,161,159,1,6,7,7,6,1
WBGene00022067,436,571,476,408,461,461,84,90,93,83,105,76
WBGene00022070,7,14,14,3,6,7,0,1,0,0,0,0
WBGene00022071,4,5,1,4,5,5,6,3,1,8,4,4
WBGene00022072,563,607,535,676,652,689,1446,1227,1030,1961,2253,1652
WBGene00235279,4,3,5,7,3,2,4,2,1,3,2,3
WBGene00022066,1,1,1,1,5,1,0,0,0,0,0,0
WBGene00022073,227,236,216,213,260,243,152,109,139,215,254,243
WBGene00201412,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201376,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202403,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00201574,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195576,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197397,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198247,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003153,4196,3326,3808,3986,3792,3754,5127,4112,4001,3633,4087,4002
WBGene00023187,2,1,1,1,2,0,1,3,4,3,0,2
WBGene00197431,0,0,2,1,1,1,0,1,0,1,0,0
WBGene00197636,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00020729,233,372,242,314,273,296,22,24,22,27,30,18
WBGene00174542,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020730,57,53,47,71,71,67,1,0,1,0,1,1
WBGene00020728,32,74,55,21,18,24,3,3,11,7,4,5
WBGene00199115,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00201211,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200723,0,0,0,0,0,0,1,0,0,0,0,1
WBGene00022061,13,15,16,0,0,1,29,29,32,22,17,29
WBGene00022063,20,37,19,11,9,11,21,11,15,24,21,20
WBGene00022062,9,12,11,2,6,3,6,7,10,10,6,7
WBGene00219764,0,0,2,1,0,1,0,0,0,0,0,0
WBGene00023186,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022064,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00004240,19,19,19,50,41,61,0,0,0,0,0,1
WBGene00019766,2581,2429,2362,3442,3161,3178,489,376,388,363,374,433
WBGene00235356,441,369,369,410,362,421,62,43,47,67,88,80
WBGene00022059,1541,1261,1337,1759,1561,1574,954,837,759,704,745,729
WBGene00201731,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00196015,0,0,0,0,2,0,0,0,0,0,0,0
WBGene00003286,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00197023,0,1,2,0,2,2,2,0,1,1,1,0
WBGene00022060,515,366,406,980,821,809,66,52,72,83,90,87
WBGene00197555,0,0,0,1,0,1,1,0,0,2,2,0
WBGene00003363,0,0,0,1,0,1,0,1,0,0,0,0
WBGene00020831,3572,3686,3128,3162,3033,3119,4863,4465,3942,3699,3988,3543
WBGene00020832,37,29,25,2,3,2,138,155,155,30,27,20
WBGene00044469,1130,815,796,751,697,659,3073,2750,2813,2331,2492,2319
WBGene00020833,70,93,76,48,54,39,2,2,5,3,6,5
WBGene00198565,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201407,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001548,21,17,33,58,57,64,10,11,7,24,26,41
WBGene00196782,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021089,17,15,16,57,49,70,27,17,17,21,29,38
WBGene00021088,12431,10650,11196,9530,8718,8835,2341,1787,1604,2399,2807,2587
WBGene00021087,19,36,21,23,6,8,0,0,0,1,0,2
WBGene00021086,2,0,0,0,0,0,0,0,0,0,0,0
WBGene00021085,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00021084,12,9,10,1,0,2,0,0,0,1,1,0
WBGene00021083,8,5,12,2,1,0,0,0,0,0,2,2
WBGene00021090,0,0,1,0,0,3,0,2,0,1,0,0
WBGene00021082,235,204,191,204,190,230,204,163,142,138,119,104
WBGene00018325,5,6,5,10,9,13,36,25,26,26,39,34
WBGene00018326,3,5,5,9,4,8,4,4,4,2,8,2
WBGene00018327,1,0,3,0,0,1,0,1,0,2,0,0
WBGene00196320,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018328,553,708,541,499,465,481,136,162,124,161,178,149
WBGene00001999,12216,11935,11158,12471,11809,11234,3016,2895,2267,2946,3424,3033
WBGene00018329,3,2,5,4,1,3,0,1,0,0,0,0
WBGene00018324,1,0,1,1,1,1,0,4,1,0,0,1
WBGene00018330,586,742,557,1132,1143,1100,378,371,320,618,645,631
WBGene00166372,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018323,5,2,5,11,12,14,0,0,0,0,0,1
WBGene00195284,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021953,4,4,2,10,2,4,2,1,1,11,6,3
WBGene00021952,5065,3876,4225,3738,3330,3510,8414,7052,6654,6070,6511,5703
WBGene00015249,2430,2308,2288,2548,2385,2495,389,332,360,320,395,364
WBGene00015250,620,577,578,655,671,632,688,593,541,384,396,376
