gene,LRL01_S1,LRL02_S2,LRL03_S3,LRL04_S4,LRL05_S5,LRL06_S6,LRL07_S7,LRL08_S8,LRL09_S9,LRL10_S10,LRL11_S11,LRL12_S12
WBGene00002240,1595,1819,1597,2178,1971,2193,228,192,159,212,220,231
WBGene00002000,6848,7999,6490,8415,8189,7636,2672,2398,1902,2104,2483,2208
WBGene00199467,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014411,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010242,308,400,287,293,292,242,508,386,256,154,194,185
WBGene00010243,28,33,30,63,91,103,0,2,3,0,3,3
WBGene00000544,29,53,28,41,45,46,0,1,4,5,6,7
WBGene00077537,58,105,65,46,52,47,0,1,1,4,0,2
WBGene00012958,60,56,55,116,91,106,0,0,1,0,0,0
WBGene00012959,33,26,17,27,24,15,77,73,75,32,26,25
WBGene00012960,58,64,56,35,36,40,77,53,52,66,72,76
WBGene00012961,4933,4743,4129,3400,3238,3129,6288,5681,6353,2745,3173,3024
WBGene00004509,206,298,269,1622,1501,1575,450,407,414,916,944,951
WBGene00010825,18,25,22,24,19,30,84,89,74,122,148,131
WBGene00010822,496,432,435,1218,1139,1286,963,770,823,3248,3416,2850
WBGene00014806,1,0,0,0,1,0,0,0,0,0,0,0
WBGene00010821,1,2,3,29,28,26,5,3,3,27,33,22
WBGene00010824,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010820,0,0,0,0,1,0,0,1,0,0,0,0
WBGene00010823,0,0,1,1,1,1,0,0,0,0,1,2
WBGene00005858,0,1,0,0,1,0,0,0,0,0,0,0
WBGene00010818,0,0,1,0,0,0,0,0,1,0,2,0
WBGene00010819,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00010817,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005526,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005525,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00014337,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005529,1,3,4,0,0,1,4,9,8,3,3,0
WBGene00014335,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005528,10,18,16,9,9,9,22,26,19,15,22,17
WBGene00200276,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014336,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005527,0,0,0,0,0,0,1,0,0,2,1,1
WBGene00194652,16,11,11,8,9,8,42,39,43,30,47,25
WBGene00008870,3,0,3,0,0,0,0,0,0,1,4,3
WBGene00077535,9,6,15,2,2,1,41,55,34,7,3,4
WBGene00011026,144,145,105,89,82,85,190,152,117,218,226,241
WBGene00011027,0,4,1,7,2,3,0,0,0,0,2,5
WBGene00011028,73,92,73,35,32,21,68,37,28,69,73,79
WBGene00196502,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00014483,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011029,959,1138,916,913,885,945,582,514,412,497,539,471
WBGene00011030,380,408,363,359,308,329,94,87,97,99,106,98
WBGene00077559,166,166,110,92,119,76,303,282,227,125,156,115
WBGene00200888,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195596,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013993,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007600,151,122,123,59,61,53,57,41,38,70,84,59
WBGene00195683,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007601,21,8,16,69,69,83,0,1,1,35,30,21
WBGene00007602,1470,1262,1278,1634,1426,1513,727,568,574,685,802,653
WBGene00007603,902,892,689,665,564,653,85,75,62,81,79,73
WBGene00219580,0,2,2,0,2,1,0,0,0,0,0,1
WBGene00008782,113,195,137,225,183,200,0,0,0,0,0,2
WBGene00008783,47,71,45,44,54,48,85,81,58,72,75,66
WBGene00197121,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014328,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014327,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008784,228,344,261,310,296,263,0,1,0,0,1,2
WBGene00008787,115,102,108,64,62,58,293,256,269,185,166,178
WBGene00008785,9,12,15,11,20,11,31,20,28,60,46,32
WBGene00008786,0,3,2,0,0,0,0,0,0,0,0,0
WBGene00003672,0,0,3,0,0,0,0,0,0,0,0,0
WBGene00009607,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00009608,9,11,14,0,1,1,0,1,0,5,9,5
WBGene00009609,1,1,0,1,0,2,0,0,0,0,0,0
WBGene00077534,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009610,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044782,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009611,5,6,4,0,2,0,0,0,1,0,1,1
WBGene00009612,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00009613,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009615,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009614,1,5,3,6,8,3,4,2,7,22,18,34
WBGene00195247,0,0,0,0,0,0,0,0,1,2,2,6
WBGene00219943,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009616,0,0,2,1,1,1,0,0,0,0,0,0
WBGene00044267,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010162,2,2,6,0,1,1,0,0,0,0,0,0
WBGene00010173,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00014405,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014403,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010163,9,14,21,20,16,16,16,17,9,27,30,28
WBGene00198146,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014404,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010164,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010165,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00010166,0,1,0,0,1,0,0,0,0,0,2,1
WBGene00010167,0,0,0,1,2,0,0,0,0,1,0,0
WBGene00010168,2,0,2,0,0,1,0,0,0,0,0,1
WBGene00010169,0,0,0,1,0,0,0,0,1,0,0,0
WBGene00010170,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00010171,0,1,2,0,0,0,0,0,0,0,0,0
WBGene00010172,1,3,4,5,7,4,0,0,1,2,0,0
WBGene00008159,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008160,2,5,2,4,3,1,0,0,0,0,0,0
WBGene00008162,3,3,3,1,1,1,0,0,0,0,0,0
WBGene00008161,0,3,3,0,0,0,1,0,0,0,0,0
WBGene00014288,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199719,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008163,2,4,5,1,2,2,6,7,3,0,0,0
WBGene00003671,2,2,2,4,2,1,0,0,0,0,0,0
WBGene00008158,0,2,2,1,2,1,0,0,0,0,0,0
WBGene00008157,85,122,67,134,85,104,2,0,0,1,2,1
WBGene00011650,0,0,0,0,1,0,0,0,0,0,0,1
WBGene00011651,3,0,0,1,2,1,2,1,3,2,14,11
WBGene00011660,85,103,80,54,55,38,298,330,170,140,145,136
WBGene00011659,2,0,0,0,0,0,0,0,0,0,0,0
WBGene00011658,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00011657,1,3,2,5,0,4,0,2,0,1,2,1
WBGene00011656,1,0,1,0,0,0,0,0,0,0,0,0
WBGene00200484,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011654,1,0,1,2,0,0,0,1,0,0,0,0
WBGene00011653,0,1,1,0,0,0,0,0,0,0,0,0
WBGene00200353,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045103,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011655,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011652,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011778,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00011779,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001642,2,0,0,0,0,0,0,0,0,0,0,0
WBGene00001641,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011780,0,0,2,1,0,0,0,0,0,0,0,0
WBGene00003667,3,1,1,0,0,0,0,0,0,0,0,0
WBGene00011781,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00011782,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011783,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011784,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00011785,1,1,0,0,0,0,0,0,0,0,1,0
WBGene00011786,3,13,8,1,2,0,0,0,0,1,0,0
WBGene00008470,0,0,1,0,0,0,0,0,0,1,0,0
WBGene00008471,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00008472,1,3,1,0,0,0,0,0,0,0,0,0
WBGene00008473,0,1,0,1,0,1,0,0,0,0,0,0
WBGene00008474,2,5,4,4,1,4,3,0,1,1,1,3
WBGene00008475,2,4,2,6,3,2,14,14,15,8,8,8
WBGene00008476,329,268,305,399,378,387,1073,878,799,1034,1036,890
WBGene00014729,6,4,9,5,11,11,0,2,1,0,1,0
WBGene00008477,78,77,62,35,34,37,834,477,487,563,612,565
WBGene00008478,1,1,1,1,4,3,2,0,0,0,0,2
WBGene00008479,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003679,0,0,0,1,1,0,0,0,0,0,0,1
WBGene00008289,0,2,0,0,0,0,1,0,1,0,0,0
WBGene00008290,1,0,1,0,0,1,0,0,0,0,0,0
WBGene00008291,0,3,0,0,1,1,0,0,0,0,0,0
WBGene00008292,33,47,25,1,3,2,2,0,1,2,2,1
WBGene00008293,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003098,0,0,1,1,0,1,0,0,2,0,0,0
WBGene00044242,7,4,13,3,2,3,17,16,15,0,0,0
WBGene00014714,2,1,0,0,2,2,5,4,1,2,4,4
WBGene00008294,4,0,1,0,0,1,1,2,3,1,0,0
WBGene00008295,29,20,11,11,9,9,42,36,20,1,0,0
WBGene00001640,0,0,1,0,0,0,0,0,0,0,1,0
WBGene00012102,12,8,17,13,14,10,0,0,0,2,0,1
WBGene00077508,16,22,25,14,12,12,0,1,1,0,1,1
WBGene00012103,85,143,113,84,98,85,18,16,14,27,27,23
WBGene00012104,1392,1078,1137,1151,1214,1092,0,1,2,1,0,2
WBGene00004190,812,974,813,823,754,776,310,255,260,261,343,304
WBGene00012105,1204,1351,1050,1386,1265,1286,883,844,687,628,686,627
WBGene00012106,884,823,672,633,592,563,320,280,207,244,248,230
WBGene00012107,145,136,128,232,231,233,489,438,371,325,405,315
WBGene00010768,77,84,77,88,94,80,62,48,43,41,61,50
WBGene00010769,1397,983,970,393,340,340,5153,4357,3273,1497,1800,1437
WBGene00006829,1537,1336,1279,1317,1159,1264,277,232,222,231,231,226
WBGene00010771,451,383,405,307,318,300,196,167,163,177,211,183
WBGene00010770,779,500,689,932,840,787,580,520,467,525,579,510
WBGene00199394,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00004181,1920,1758,1600,1668,1553,1530,48,52,35,40,40,42
WBGene00012208,2537,1951,2112,2389,2200,2242,1499,1253,1137,1030,1182,1028
WBGene00012209,845,787,743,897,798,765,65,48,44,46,55,47
WBGene00012210,537,599,463,469,403,487,2,0,1,0,0,2
WBGene00012216,321,224,212,575,490,518,1470,1099,1034,1094,1193,1086
WBGene00012215,2,1,1,0,0,0,3,1,3,0,4,2
WBGene00012214,0,0,0,0,0,0,0,0,2,1,0,0
WBGene00012213,1719,1537,1188,1237,1478,1301,1024,581,422,692,753,708
WBGene00012212,531,586,472,479,456,440,780,589,340,136,180,138
WBGene00012211,103,99,88,59,90,73,65,30,24,81,75,80
WBGene00045474,19,20,18,32,31,32,83,99,86,68,60,58
WBGene00008216,30,36,31,21,21,29,42,40,37,46,42,41
WBGene00001008,1301,1308,1302,2489,2309,2201,2833,2582,2493,2909,3078,2905
WBGene00077769,2,4,1,4,3,4,0,3,1,7,3,5
WBGene00009359,4,1,1,4,3,3,0,0,0,1,0,3
WBGene00009360,5,9,7,23,17,14,18,16,21,36,54,31
WBGene00045254,6,7,0,5,8,7,4,4,2,7,8,7
WBGene00009363,0,0,0,1,1,1,0,0,0,1,2,2
WBGene00009362,0,0,0,4,4,8,0,2,1,0,0,0
WBGene00009361,406,465,377,456,409,423,37,15,35,142,126,123
WBGene00198900,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199929,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045329,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00045328,0,0,1,1,0,0,0,0,0,0,0,0
WBGene00045509,133,153,131,153,152,156,1,0,0,3,6,6
WBGene00014510,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00194657,4,7,9,0,0,0,3,2,2,1,3,5
WBGene00011581,7,10,8,21,23,22,0,0,0,0,5,2
WBGene00077717,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200936,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201974,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011582,9,9,6,24,23,28,3,3,3,4,11,5
WBGene00011586,45,30,27,72,48,59,87,61,68,109,107,109
WBGene00011583,23,28,32,41,44,36,81,90,87,84,75,74
WBGene00011585,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011584,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00010399,0,0,0,0,0,0,0,0,0,2,0,4
WBGene00010400,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010401,0,0,1,0,1,2,2,0,3,1,2,0
WBGene00195255,18,34,25,23,28,28,32,45,34,31,36,19
WBGene00010402,17,11,13,23,24,31,20,16,13,16,28,20
WBGene00195254,8,8,9,17,21,21,20,19,23,17,23,19
WBGene00195253,32,36,30,56,53,40,29,33,49,30,47,27
WBGene00010420,1186,1265,1082,1030,921,978,301,299,272,283,302,247
WBGene00010419,27049,21692,21280,21009,19360,19168,31976,24821,22413,19227,21738,19408
WBGene00168505,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012040,14,17,11,25,16,14,0,1,1,2,5,2
WBGene00012041,48,67,64,76,54,51,1,2,0,2,4,1
WBGene00044905,15,34,21,16,12,16,0,2,0,1,1,1
WBGene00012039,0,3,1,1,0,0,0,4,1,1,3,0
WBGene00012038,43,50,48,47,39,40,0,0,0,1,2,3
WBGene00012037,1491,1766,1358,1483,1394,1414,518,436,375,399,456,409
WBGene00003921,1697,1157,1389,1335,1237,1278,856,640,711,649,729,597
WBGene00197353,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00195606,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198187,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198744,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003578,131,152,147,107,108,109,150,109,126,178,202,162
WBGene00012042,6,6,5,7,9,12,9,13,9,8,13,17
WBGene00012036,0,2,2,3,0,3,3,1,1,5,6,2
WBGene00077686,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005051,0,2,0,1,0,0,0,1,0,3,0,1
WBGene00005043,1,0,1,0,1,0,0,1,0,0,1,0
WBGene00009210,0,0,0,0,0,0,0,1,1,1,0,1
WBGene00005044,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005045,0,0,1,0,0,0,1,0,0,0,0,0
WBGene00005046,0,0,0,0,0,0,0,0,1,0,0,1
WBGene00077555,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005047,2,0,0,0,0,0,2,0,1,0,1,0
WBGene00005048,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005049,0,0,0,0,0,0,3,1,2,0,2,1
WBGene00005050,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00011550,3,7,2,0,1,2,0,1,0,0,0,0
WBGene00011545,26,16,25,5,5,11,4,2,6,11,15,23
WBGene00011546,20,32,20,25,27,26,26,27,38,38,26,35
WBGene00011547,0,3,0,0,0,0,0,0,0,2,0,0
WBGene00011548,45,86,35,0,0,4,0,0,3,40,54,39
WBGene00005835,0,0,0,0,2,0,0,0,1,2,1,2
WBGene00011551,9,21,18,18,14,15,4,7,4,10,12,16
WBGene00011549,4,1,0,2,1,5,0,0,0,0,1,0
WBGene00195560,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00196508,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199408,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00006889,2016,1795,1638,1478,1266,1441,797,655,596,821,837,724
WBGene00012192,500,564,506,555,464,501,83,81,58,98,117,96
WBGene00014853,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012193,1274,1484,1174,1065,927,982,592,530,517,495,513,474
WBGene00012194,898,721,671,792,767,702,1464,1126,1004,998,1220,1084
WBGene00006700,3077,3042,2673,3074,2778,2781,148,145,121,165,213,179
WBGene00012195,63,112,133,131,128,141,2,1,1,1,0,2
WBGene00014852,26,17,20,51,48,38,3,0,1,2,0,0
WBGene00012196,53,170,118,125,122,150,1,4,2,1,1,1
WBGene00000138,198,155,184,283,280,260,409,325,308,386,365,325
WBGene00007094,1561,1696,1448,1603,1526,1588,281,299,276,275,273,238
WBGene00219557,4,3,2,3,2,0,1,1,7,1,1,1
WBGene00023459,0,3,1,1,1,0,0,0,0,0,0,0
WBGene00012474,1572,1502,1476,1617,1429,1474,303,296,226,363,415,370
WBGene00012475,59,49,31,47,50,53,78,55,55,63,43,46
WBGene00012476,176,157,143,254,233,251,384,303,274,209,222,185
WBGene00012477,1,0,1,1,0,0,0,0,0,0,0,0
WBGene00001746,1659,1390,1413,1550,1450,1555,1913,1555,1632,1327,1442,1361
WBGene00220135,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003735,727,599,605,818,726,751,1441,1294,1269,949,1093,893
WBGene00198202,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004231,22,17,22,14,13,18,15,24,23,24,34,24
WBGene00012478,271,280,221,184,189,212,659,563,541,802,884,904
WBGene00012479,551,574,540,535,507,513,348,317,265,306,339,316
WBGene00012480,21,18,18,41,39,34,2,0,1,4,2,10
WBGene00012481,3164,2951,2842,2800,2586,2511,2,5,3,1,4,4
WBGene00012488,0,0,0,1,0,0,0,0,0,1,0,0
WBGene00012482,11,15,11,9,12,19,36,25,28,10,4,5
WBGene00012487,277,255,234,285,315,259,569,532,418,375,392,326
WBGene00003905,2076,1914,1950,2455,2162,2333,1885,1605,1714,1426,1653,1530
WBGene00012483,960,989,800,796,776,824,195,161,144,165,183,156
WBGene00012484,23141,16494,18941,17818,16719,16918,1905,1550,1314,1484,1699,1355
WBGene00012485,65,57,64,73,63,79,1,1,2,1,1,0
WBGene00077556,6,8,3,9,10,18,2,0,1,0,0,1
WBGene00001433,363,367,358,410,383,429,1282,1192,1006,999,1134,917
WBGene00001427,7352,6399,6670,5895,5504,5584,4178,3824,2980,3985,4693,3719
WBGene00003989,5863,4624,4842,4541,4079,4659,2040,1639,1539,2269,2420,2201
WBGene00012486,3,1,6,13,7,7,1,1,1,2,1,0
WBGene00014864,22,24,32,25,24,36,90,92,91,157,119,118
WBGene00006484,4,1,2,3,3,5,7,17,10,3,6,8
WBGene00008564,1284,1221,943,750,781,742,2910,2762,2200,1490,1649,1470
WBGene00008565,350,464,416,247,270,252,2049,2107,1764,665,653,593
WBGene00008566,88,75,74,56,53,65,46,38,29,105,110,78
WBGene00008567,699,793,681,340,360,353,3431,3381,3066,1531,1659,1525
WBGene00045468,92,110,84,105,89,114,102,82,76,35,43,35
WBGene00008568,76,72,56,108,78,117,29,27,22,14,10,14
WBGene00201017,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199790,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008569,1192,1362,1188,1175,1087,1121,43,23,19,70,67,69
WBGene00008130,101,188,166,204,168,186,24,25,12,18,29,22
WBGene00008131,1961,2298,2104,1892,1742,1930,337,343,304,355,376,326
WBGene00006529,19108,16831,15807,20398,18415,17421,7190,5798,5304,9808,11063,9005
WBGene00003948,3997,3065,3174,4298,3819,3907,1805,1411,1268,1758,1882,1703
WBGene00001234,2376,1685,1926,2135,1938,1897,968,701,676,1039,1126,975
WBGene00004196,509,334,351,394,347,384,891,757,727,447,520,388
WBGene00008132,2688,2544,2288,10393,9619,10164,2872,2258,2578,14733,16103,13402
WBGene00008133,537,595,536,681,561,587,134,118,112,200,236,210
WBGene00008134,492,638,517,715,692,631,292,290,237,370,391,379
WBGene00003753,261,280,281,240,200,249,351,311,277,403,533,436
WBGene00004895,1944,1935,1580,1567,1433,1535,244,236,226,193,211,199
WBGene00004063,1714,1607,1679,1798,1729,1833,503,486,443,579,648,614
WBGene00012274,635,427,499,488,465,463,1085,1004,898,985,1076,880
WBGene00012275,6,5,2,5,3,5,4,5,3,9,11,12
WBGene00003675,37,44,35,52,43,53,128,132,97,91,120,86
WBGene00012500,6,21,5,9,5,2,11,19,8,15,17,28
WBGene00012502,2,0,0,1,1,0,6,4,2,2,2,3
WBGene00012501,20,21,13,33,24,22,47,46,43,27,39,19
WBGene00044706,2,1,0,1,0,0,1,0,0,0,0,0
WBGene00044710,0,1,0,0,0,0,0,1,0,0,0,0
WBGene00012503,0,0,0,0,0,0,0,0,0,1,0,1
WBGene00045234,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045235,0,0,0,1,0,0,1,0,0,0,1,0
WBGene00077789,0,0,0,0,1,1,1,0,0,1,0,0
WBGene00045236,1,2,0,1,0,1,0,2,0,1,1,2
WBGene00012504,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012509,0,0,0,1,1,1,0,0,0,2,1,2
WBGene00012505,0,2,1,1,0,0,2,1,1,1,2,3
WBGene00007655,1,0,0,0,0,0,22,18,7,16,14,19
WBGene00012510,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201782,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200760,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197538,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077684,10,7,11,29,24,24,45,43,29,82,77,52
WBGene00007656,2,6,7,4,5,3,37,43,37,51,45,51
WBGene00044711,0,0,0,0,0,0,5,4,4,7,4,1
WBGene00007657,5,8,7,3,2,5,16,12,12,35,37,41
WBGene00044709,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007658,35,48,47,30,21,23,58,63,70,89,82,63
WBGene00007654,4,6,1,1,2,0,3,4,4,7,8,7
WBGene00007662,5,5,4,8,8,2,33,23,19,40,39,29
WBGene00173115,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044708,0,2,2,1,1,1,39,19,38,76,80,53
WBGene00044722,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00007661,2,1,4,2,2,4,2,3,11,8,12,7
WBGene00007659,2,4,6,1,0,1,102,112,150,290,219,204
WBGene00169245,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044237,0,4,2,1,0,0,63,51,78,81,74,63
WBGene00007660,183,265,204,690,615,724,1518,1448,1686,1875,1933,1765
WBGene00009061,50,67,60,372,358,353,1036,988,1153,1501,1514,1355
WBGene00044707,17,21,16,7,18,16,63,81,100,64,57,60
WBGene00044712,18,41,22,18,14,10,78,76,70,63,58,61
WBGene00009063,13,33,13,18,24,20,5,3,1,1,1,1
WBGene00009064,1848,1864,1670,2221,2175,2053,763,703,611,539,563,578
WBGene00196907,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014345,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014344,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009065,2342,2458,2341,3138,2969,2852,1088,923,941,900,926,940
WBGene00077766,0,0,0,0,0,0,1,0,3,2,1,0
WBGene00008905,5,9,6,18,13,18,252,305,220,65,57,57
WBGene00138716,0,0,0,2,1,0,1,2,2,5,7,3
WBGene00045458,59,80,68,66,61,91,302,219,233,155,188,154
WBGene00008906,1,2,0,0,0,0,0,0,0,1,0,0
WBGene00200970,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008907,0,0,0,0,0,0,0,0,0,2,0,1
WBGene00008908,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00044058,5,8,6,1,0,0,0,0,0,0,0,0
WBGene00008909,0,0,0,0,1,0,0,0,0,1,0,0
WBGene00014235,2,5,12,1,0,1,0,0,0,0,0,1
WBGene00014236,4,4,3,0,0,2,0,0,1,0,0,0
WBGene00044713,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00044714,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00014238,1,3,4,5,10,12,0,0,0,5,6,7
WBGene00014239,0,1,2,4,9,5,0,0,0,2,4,2
WBGene00006048,6,3,6,12,10,10,0,0,1,7,10,5
WBGene00044716,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014994,36,61,72,67,61,60,3,1,4,9,8,8
WBGene00014196,1,2,3,2,4,9,4,1,2,5,9,11
WBGene00014197,9,3,4,16,16,11,2,0,0,4,4,7
WBGene00014200,14,22,24,15,12,22,54,39,21,44,52,50
WBGene00044786,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014201,1,0,0,5,7,2,2,0,0,0,2,0
WBGene00014199,509,617,478,708,643,624,0,0,0,1,0,2
WBGene00169224,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014198,7,10,8,11,8,8,4,6,7,2,6,16
WBGene00009693,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00009695,1,0,1,17,12,8,0,0,1,5,5,2
WBGene00009697,95,210,193,213,210,206,10,12,9,25,33,15
WBGene00009698,104,165,128,191,160,175,3,3,1,5,9,11
WBGene00009696,203,387,277,346,296,325,206,270,255,353,375,383
WBGene00006902,244,289,263,354,286,312,0,1,1,6,3,1
WBGene00010804,0,0,3,1,0,0,0,0,0,1,1,1
WBGene00010805,299,394,309,359,352,313,236,249,186,205,211,193
WBGene00010806,3840,3033,3574,3654,3421,3515,1741,1466,1330,1340,1407,1295
WBGene00010807,2100,2003,1791,1726,1530,1588,276,240,231,259,271,211
WBGene00006595,4740,6804,5357,5355,4914,5287,1218,1178,1082,1030,1030,992
WBGene00200096,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014446,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004841,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00010808,477,724,500,767,756,803,0,0,0,1,1,1
WBGene00011431,498,586,528,556,527,533,12,4,3,3,7,9
WBGene00011432,104,246,145,213,201,195,1,0,0,0,0,0
WBGene00011435,404,354,364,487,459,456,0,0,1,0,0,0
WBGene00014503,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011433,125,120,129,165,132,134,310,228,252,286,315,295
WBGene00197781,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014502,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014500,0,0,0,0,0,0,0,0,0,1,0,1
WBGene00001555,64,98,78,61,63,66,37,42,42,75,63,68
WBGene00196297,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011434,1815,1847,1485,2403,2114,2243,3,2,5,10,9,17
WBGene00014501,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012343,1421,1431,1327,1940,1898,1633,1968,1704,1427,1379,1533,1381
WBGene00012345,12,28,21,33,16,27,2,2,1,8,7,9
WBGene00004915,6682,7198,6091,6547,5932,5674,693,657,542,1042,1158,1039
WBGene00012344,9193,8763,7920,8759,8035,8103,5104,4140,3674,4991,5610,4613
WBGene00012732,744,743,615,670,594,558,187,190,111,141,150,147
WBGene00012733,28,11,29,44,37,31,15,5,7,14,8,11
WBGene00012734,345,249,334,369,330,373,169,167,172,158,152,162
WBGene00012735,1753,1498,1779,1757,1642,1801,827,786,780,656,753,652
WBGene00199416,0,0,0,0,1,0,0,0,0,0,0,0
